Order,Family,Genus,species,Sexual System,Karyotype,notes: Karyotype,Genotypic,Haplodiploidy,Chromosome number (female) 2N,Chromosome number (male) 2N
Diptera,Bombyliidae,Bombylius,pygmaeus,,XY,small sex chromosome,male heterogametic,,12,12
Diptera,Bombyliidae,Exoprosopa,atrinasis,,XY,X medium length,male heterogametic,,18,18
Diptera,Bombyliidae,Exoprosopa,sp.,,XY,X medium length,male heterogametic,,14,14
Diptera,Bombyliidae,Ligyra,cerberus,,XY,X long sm,male heterogametic,,18,18
Diptera,Bombyliidae,Ligyra,proserpina,,XY,,male heterogametic,,18,18
Diptera,Bombyliidae,Neodiplocampta,roederi,,XY,X medium length m,male heterogametic,,18,18
Diptera,Bombyliidae,Spogostylum,simson,,,,,,12,12
Diptera,Bombyliidae,Systoechus,vulgaris,,XY,X medium length,male heterogametic,,14,14
Diptera,Bombyliidae,Thyridanthrax,abrupta,,,,,,16,16
Diptera,Bombyliidae,Thyridanthrax,niveifrons,,XY,X long m,male heterogametic,,18,18
Diptera,Bombyliidae,Thyridanthrax,sp.,,XY,,male heterogametic,,18,18
Diptera,Bombyliidae,Thyridanthrax,sp.,,XY,,male heterogametic,,18,18
Diptera,Bombyliidae,Toxophora,javana,,XY,X very long,male heterogametic,,8,8
Diptera,Bombyliidae,Usia,florea,,XY,X short T,male heterogametic,,10,10
Diptera,Bombyliidae,Villa,cingulum,,,,,,16,16
Diptera,Bombyliidae,Villa,gayi,,XY,X medium,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,gorgon,,XY,X long m,male heterogametic,,14,14
Diptera,Bombyliidae,Villa,lateralis,,XY,X short T,male heterogametic,,12,12
Diptera,Bombyliidae,Villa,morio,,XY,X long m,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,scylla,,XY,X long m,male heterogametic,,10,10
Diptera,Bombyliidae,Villa,sinuosa,,XY,X long,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,sp,,XY,X medium length m,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,sp,,XY,X medium length m,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,sp.1,,XY,X long m,male heterogametic,,14,14
Diptera,Bombyliidae,Villa,sp.1,,XY,X long m,male heterogametic,,14,14
Diptera,Bombyliidae,Villa,sp.2,,,,,,14,14
Diptera,Bombyliidae,Villa,sp.2,,,,,,14,14
Diptera,Bombyliidae,Villa,sp.3,,,,,,18,18
Diptera,Bombyliidae,Villa,sp.3,,,,,,18,18
Diptera,Bombyliidae,Villa,sp.lateralis grp.,,XY,,male heterogametic,,14,14
Diptera,Bombyliidae,Villa,sp.nr.blanchardiana,,XY,,male heterogametic,,12,12
Diptera,Bombyliidae,Villa,spB,,XY,X medium length,male heterogametic,,12,12
Diptera,Bombyliidae,Villa,spC,,XY,X medium length sm,male heterogametic,,14,14
Diptera,Bombyliidae,Villa,velutina,,XY,X medium length,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,velutina,,XY,X medium length,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,velutina I,,XY,X medium length,male heterogametic,,18,18
Diptera,Bombyliidae,Villa,velutina II,,XY,X medium length,male heterogametic,,18,18
Diptera,Calliphoridae,Albuquerquea,latifrons,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Amenia,chrysame,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Anthracomyza,atratula,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Bengalia,inermis,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Bengalia,lyneborgi,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Blepharicnema,splendens,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Boreellus,atriceps,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Bufolucilia,silvarum,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,accepta,,XY,X long,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,bomitoria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,croceipalpis I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,croceipalpis II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,erythrocephala,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,erythrocephala,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,fallax,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,fulviceps,,XY,X long,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,fulvicoxa,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,hilli,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,lilaea,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,peruviana,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,plebeia,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,sternalis,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,stygia,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,tibialis,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,varifrons,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vicina,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vicina,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vicina I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vicina II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,viridenscens,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,viridescens,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vomitoria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vomitoria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vomitoria I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vomitoria II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora,vomitoria III,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora ,viridescens ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Calliphora ,vomitoria ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Callitroga,hominivorax,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Callitroga,hominivorax,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Callitroga,macellaria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Callitroga,mocellaria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomia,albiceps,,XY,small X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomia,cholorpyga,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomia,putoria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,albiceps,,homomorphic,,,,12,12
Diptera,Calliphoridae,Chrysomya,marginalis,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,megacephala,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,phaonis,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,pinguis,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,putoria,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,rufifacies,,homomorphic,,,,12,12
Diptera,Calliphoridae,Chrysomya,saffraneta,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomya,varipes,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,albiceps,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,chloropyga I,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,chloropyga II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,megacephala,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,megacephala,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,pachymera,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,putoria I,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,putoria II,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,rufifacies,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Chrysomyia,rufifacies,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Cochliomyia,hominivorax,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Cochliomyia,macellaria I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Cochliomyia,macellaria II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Cosmina,testaceipes,,XY,X long,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomya,cadaverina,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomya,mortuorum I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomya,mortuorum II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomya,mortuorum III,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomyia,mortyorum,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomyopsis,cadaverina,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Cynomyopsis,cadaverina,,,,,,12,12
Diptera,Calliphoridae,Discritomyia,fasciata,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Discritomyia,fulgens,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Discritomyia,new species,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Discritomyia,terryi,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Eucalliphora,lilaea,,XY,shX-shY,male heterogametic,,12,12
Diptera,Calliphoridae,Eucalliphora,lilaea,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Euphumosia,setigera,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Eurhyncomyia,anterotes,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Hemilucilia ,sp,,XY|homomorphic,X long heterochromatic,male heterogametic,,12,12
Diptera,Calliphoridae,Hemilucilia ,sp,,XY|homomorphic,,male heterogametic,,12,12
Diptera,Calliphoridae,Hemilucilia ,sp,,XY|homomorphic,,male heterogametic,,12,12
Diptera,Calliphoridae,Hemipyrellia,brunneipes,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Hemipyrellia,fernandica,,complex XY,X1 long X2 shortY1 Y2 short X1X2Y1Y2/X1X1X2X2,male heterogametic,,12,12
Diptera,Calliphoridae,Hemipyrellia,ligurriens,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Hemipyrellia,taeniops,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Hemipyrellia,tagaliana,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Huascaromusca,nigrifrons,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Isomyia,connivens,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Isomyia,prasina,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia,ampullacea,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia,caesar,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia,cuprina,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia,illustris,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia,porphyrina,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia,sericata,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia ,caesar,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia ,caesar ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia ,cuprina,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia ,illustria,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Lucilia ,sericata,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Melinda,biseta,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Melinda,sp,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Mesembrinella,peregrina I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Mesembrinella,peregrina II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Metallea,cuprea,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Metallea,puncticeps,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Microcalliphora ,varipes ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Paralucilia,fulvicrura,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Paralucilia,wheeleri,,XY,X long,male heterogametic,,12,12
Diptera,Calliphoridae,Paratricyclea,surcoufi,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia,caeruleiviridis,,XY,X medium,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia,coernleiviridis,,XY,lX-mY,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia,cuprina,,XY,X long,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia,eximia,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia,eximia,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia,sericata,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia ,caeruleiviridis ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia ,eximia,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phaenicia ,sericata,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phormia,regina,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phormia,regina,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phormia,terraenovae,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phormia ,regina ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phormia ,terrae-novae,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Phumosia,promittens,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Pollenia,nigripes,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Pollenia,rudis,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Pollenia,rudis I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Pollenia,rudis II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Pollenia,rudis III,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Pollenia ,rudis,,,,,,12,12
Diptera,Calliphoridae,Polleniopsis,hokurikuensis,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,aenea,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,aenea,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,avium,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,avium,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,hirundo,,XY,mX-shY,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,hirundo ,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,metallica,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,metallica,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,sialia,,XY,mX-shY,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora,sialia,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora ,hirundo,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora ,sialia,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Protocalliphora ,sp,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Protophormia,terraenovae,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protophormia,terraenovae,,XY,,male heterogametic,,12,12
Diptera,Calliphoridae,Protophormia,terraenovae,,XY,short X,male heterogametic,,12,12
Diptera,Calliphoridae,Protophormia,terraenovae I,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Protophormia,terraenovae II,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Rhinia,apicalis,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Rhinia,discolor,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Rhinia,subapicalis,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Rhyncomyia,italica,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Rhyncomyia,stannocuprea,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Sarconesiopsis,chilensis,,XY,X long,male heterogametic,,12,12
Diptera,Calliphoridae,Sphenometrops,tergata,,XY,small X,male heterogametic,,12,12
Diptera,Calliphoridae,Stomorhina,armatipes,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Stomorhina,lunata,,XY,X short,male heterogametic,,12,12
Diptera,Calliphoridae,Stomorhina,obsoleta,,XY,X short,male heterogametic,,12,12
Diptera,Cecidomyiidae,Asphondylia,monacha,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Asteromyia,rubra,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Caryomyia,sp,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Cecidomyia,serotinae,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Cecidomyia,sp.,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Cecidomyia,vicola,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Dasyneura,affinis,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Lasioptera,asterspinosae,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Lestodiplosis,sp,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Miastor,americana,,XO,,male heterogametic,,12,11
Diptera,Cecidomyiidae,Miastor,metraloas,,XO,,male heterogametic,,,
Diptera,Cecidomyiidae,Miastor,sp,,XO,,male heterogametic,,,
Diptera,Cecidomyiidae,Monarthropalpus,buxi,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Oligarces ,paradoxus,,XO,,male heterogametic,,,
Diptera,Cecidomyiidae,Oligotrphus,pattersoni,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Ontarinia,canadensis,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Phytophaga,celtiphyllia,,XO,,male heterogametic,,12,
Diptera,Cecidomyiidae,Phytophaga,destructor,,XO,,male heterogametic,,9,8
Diptera,Cecidomyiidae,Rhopalomyia,sabinae,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Taxomyia,taxi,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Trishormomyia,helianthi,,XO,,male heterogametic,,8,7
Diptera,Cecidomyiidae,Walshomyia,texana,,XO,,male heterogametic,,8,7
Diptera,Chamaemyiidae,Cremifania,nigrocellulata,,XY|homomorphic,short telocentric sex chr,male heterogametic,,6,6
Diptera,Chamaemyiidae,Cremifania,nigrocellulata,,XY,,male heterogametic,,6,6
Diptera,Chamaemyiidae,Leucopis,obscura,,,,,,10,10
Diptera,Chamaemyiidae,Leucopmyia,obscura,,,,,,10,10
Diptera,Chironomidae,Chironimus,plumosus,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,alluaudi ,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,alpestris,,,,,,8,8
Diptera,Chironomidae,Chironomus,bathophilus,,,,,,8,8
Diptera,Chironomidae,Chironomus,confinis,,,,,,8,8
Diptera,Chironomidae,Chironomus,dorsalis,,,,,,8,8
Diptera,Chironomidae,Chironomus,formosipennis ,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,plumosus,,,,,,8,8
Diptera,Chironomidae,Chironomus,pulcher,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,riparius,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,riperiua,,,,,,8,8
Diptera,Chironomidae,Chironomus,sp,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,sp.,,homomorphic,,,,6,6
Diptera,Chironomidae,Chironomus,sp.,,homomorphic,,,,8,8
Diptera,Chironomidae,Chironomus,sp.,,,,,,8,8
Diptera,Chironomidae,Chironomus,thummi,,,,,,8,8
Diptera,Chironomidae,Chironomus,transvaalensis ,,homomorphic,,,,8,8
Diptera,Chironomidae,Corynoneura,sp nr scutellata,parthenogenetic,,,,,,
Diptera,Chironomidae,Cryptochironomus,defectus,,,,,,6,6
Diptera,Chironomidae,Endochironomus,sp,,,,,,8,8
Diptera,Chironomidae,Glyptotendipes,barbipes,,homomorphic,,,,8,8
Diptera,Chironomidae,Glyptotendipes,polytomus,,,,,,8,8
Diptera,Chironomidae,Glyptotendipes,sp,,,,,,6,6
Diptera,Chironomidae,Glyptotendipes,sp,,,,,,8,8
Diptera,Chironomidae,Limnophyes,vestitus,parthenogenetic,,,,,,
Diptera,Chironomidae,Lundstroemia,parthenogenetica,parthenogenetic,,,,,,
Diptera,Chironomidae,Micropsectra,praecox,,,,,,8,8
Diptera,Chironomidae,Microtendipes,pedellus,,,,,,8,8
Diptera,Chironomidae,Sergentia,profundorum,,,,,,6,6
Diptera,Chironomidae,Stictochironomus,histrio,,,,,,8,8
Diptera,Culicidae,Aedes,albopictus,,homomorphic,,,,6,6
Diptera,Culicidae,Aedes,canadensis,,homomorphic,,,,6,6
Diptera,Culicidae,Aedes,japonicus,,homomorphic,,,,6,6
Diptera,Culicidae,Aedes,koreicus,,homomorphic,,,,6,6
Diptera,Culicidae,Aedes,togoi,,homomorphic,,,,6,6
Diptera,Culicidae,Aedes,triseriatus,,homomorphic,,,,6,6
Diptera,Culicidae,Anopheles,agrgyritarsus,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,albimanus,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,aquasalis,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,aztecus,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,claviger,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,darlingi,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,freeborni,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,gambiae ,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,maculipennis,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,noroestensis,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,occidentalis,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,pseudopunctipennis,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,punctipennis,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,punctipennis,,XY,,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,quadrimaculatus,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,sp,,XY,,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,stephensi,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,strodei,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Anopheles,strodei,,XY,large X,male heterogametic,,6,6
Diptera,Culicidae,Armigeres,obturbans,,,,,,6,6
Diptera,Culicidae,Chaoborus,plumicornis,,,,,,8,8
Diptera,Culicidae,Corethra,plumicornis,,,,,,6,6
Diptera,Culicidae,Culex,hayashii,,homomorphic,,,,6,6
