clade,species,haploid_number,citation
Hymenoptera,Polybia scutellaris,17,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polybia sericea,27,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polybia sp1,16,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polybia sp2,17,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Protonectarina sylveirae,29,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Protopolybia exigua exigua,31,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Protopolybia pumila,21,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Pseudopolybia vespiceps,8,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Stelopolybia multipicta multipicta,32,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Stelopolybia pallipes pallipes,32,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Vespa crabro,25,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Vespa mandarinia,25,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Vespa simillima xanthoptera,25,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Vespula flaviceps,25,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Vespula vulgaris,25,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Iguania,Acanthocercus atricollis,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Agama atra,22,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Agama hispida,22,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Agama mwanzae,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Amphibolurus muricatus,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calotes emma,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calotes jerdoni,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calotes mystaceus,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calotes versicolor,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ceratophora stoddartii,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chlamydosaurus kingii,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Cophotis ceylanica,14,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ctenophorus caudicinctus,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ctenophorus decresii,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ctenophorus fordi,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ctenophorus ornatus,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ctenophorus pictus,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Diporiphora bilineata,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Diporiphora nobbi,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Gonocephalus grandis,21,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Intellagama lesueurii,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Japalura brevipes,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Japalura polygonata,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Japalura variegata,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Laudakia nupta,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Laudakia tuberculata,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Leiolepis belliana,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Leiolepis reevesii,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Lophosaurus spinipes,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Lyriocephalus scutatus,15,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Paralaudakia bochariensis,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Paralaudakia erythrogaster,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Paralaudakia himalayana,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Paralaudakia lehmanni,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus forsythii,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus frontalis,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus interscapularis,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus mystaceus,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus persicus,22,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus przewalskii,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus raddei,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus reticulatus,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus strauchi,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus theobaldi,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus versicolor,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Phrynocephalus vlangalii,24,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Physignathus cocincinus,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Physignatus lesuerii,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Pogona barbata,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Pogona vitticeps,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Psammophilus dorsalis,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Pseudotrapelus sinaitus,22,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Ptyctolaemus gularis,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Rankinia diemensis,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus agilis,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus megalonyx,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus mutabilis,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus ruderatus,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus sanguinolentus,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus savignii,23,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Trapelus tournevillei,22,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Tympanocryptis tetraporophora,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Uromastyx aegyptia,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Uromastyx ornata,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion damaranum,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion dracomontanum,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion gutturale,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion melanocephalum,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion pumilum,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion setaroi,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion thamnobates,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion transvaalense,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Bradypodion ventrale,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Brookesia stumpffi,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma boettgeri,14,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma brevicorne,16,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma gallus,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma gastrotaenia,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma globifer,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma nasutum,17,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma oshaughnessyi,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Calumma parsonii,18,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chamaeleo africanus,12,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chamaeleo chamaeleon,12,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chamaeleo dilepis,12,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chamaeleo namaquensis,12,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chamaeleo senegalensis,12,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Chamaeleo zeylanicus,12,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
Iguania,Furcifer angeli,11,"Roman-Palacios, C. ACC: Amphibian, Chelonian, and Squamate Chromosome Count Database. https://cromanpa94.github.io/ACC/"
