Order,Family,Genus,Species,Binomial,Female2n,Male2n,B chromosomes,Sex chromosome system,Notes-sex.chrom,Notes-diploid.num,Source
Rodentia,Sciuridae,Spermophilus,major,Spermophilus major,36,36,,XY,,,Beklemisheva et al. 2011
Rodentia,Sciuridae,Spermophilus,pygmaeus,Spermophilus pygmaeus,36,36,,XY,,,Beklemisheva et al. (Unpublished)
Rodentia,Sciuridae,Spermophilus,richardsonii,Spermophilus richardsonii,34,34,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Spermophilus,suslicus,Spermophilus suslicus,34,34,,XY,,,Beklemisheva et al. 2011
Rodentia,Sciuridae,Spermophilus,undulatus,Spermophilus undulatus,32,32,,XY,,,Graphodatsky and Sablina (Unpublished)
Rodentia,Sciuridae,Sundasciurus,phillippinensis,Sundasciurus phillippinensis,38,38,,XY,,,Rickart 2003
Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,Tamiasciurus hudsonicus streatori,46,46,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Xerus,erythropus,Xerus erythropus,38,38,,XY,,,Li et al. 2006a
Rodentia,Spalacidae,Spalax,ehrenbergi,Spalax ehrenbergi,60,60,,XY,,,Ivanitskaya and Nevo 1998
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,Tachyoryctes macrocephalus,50,50,,XY,,,Aniskin et al. 1997b
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes splendens,48,48,,XY,,,Aniskin et al. 1997b
Rodentia,Thryonomyidae,Thryonomys,swinderianus,Thryonomys swinderianus,44,44,,XY,,,Deuve et al. 2008
Scandentia,Tupaiidae,Tupaia,belangeri,Tupaia belangeri,62,62,,XY,,,Bigoni and Stanyon (Unpublished)
Scandentia,Tupaiidae,Tupaia,chinenesis,Tupaia chinenesis,62,62,,XY,,,Blackmon 2019
Scandentia,Tupaiidae,Tupaia,glis,Tupaia glis,60,60,,XY,,,Blackmon 2019
Scandentia,Tupaiidae,Tupaia,minor,Tupaia minor,66,66,,XY,,,Dumas et al. 2012
Scandentia,Tupaiidae,Tupaia,montana,Tupaia montana,68,68,,XY,,,Blackmon 2019
Sirenia,Trichechidae,Trichechus,manatus latirostris,Trichechus manatus latirostris,48,48,,XY,,,Gray et al. 2002
Soricomorpha,Soricidae,Sorex,araneus Race A,Sorex araneus Race A,22,23,,complex XY,XY1Y2,,Blackmon 2019
Soricomorpha,Soricidae,Sorex,gemelleus,Sorex gemelleus,22,23,,complex XY,XY1Y2,,Blackmon 2019
Tubulidentata,Oryceteropodidae,Orycteropus,afer,Orycteropus afer,20,20,,XY,,,Yang et al. 2003a
