Family,Subfamily,Tribe,Genus,Species,Submetacentric,Metacentric,Subtelocentric,Telocentric,Subacrocentric,Acrocentric,Dot,Sex,HaploidNum,SCS,Notes,Reference
Drosophilidae,,,Drosophila,Drosophila triangula,,,,,,,,,6,,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-121., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila triauraria,,,,,,,,,3,XY,,"Bock I.R. and Wheeler, M.R., 1972.  The Drosophila melanogaster species group.  Univ. Texas Publ,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila trifiloides,,,,,,,,,6,XY,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila trilutea,,,,,,,,,3,XY,,"Bock I.R. and Wheeler, M.R., 1972.  The Drosophila melanogaster species group.  Univ. Texas Publ,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tripunctata,,,,,,,,,4,,,"Metz, C.W., 1914. Chromosome studies in the Diptera. I. A preliminary survey of five different types of chromosome groups in the genus Drosophila.J. exp. Zool,17, pp.45-59., Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tripunctata,,,,,,,,,6,XY,one rod is long and one is very short.  The other rods are medium.  Salivary prep shows 5 long arms and a dot,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-359., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila trispina,,,,,,,,,7,XY,"Only species with increase in chromosome number, additional chromosome is heterochromatic.  X and Y must be rods","Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila trispina,,,,,,,,,7,XY,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-122"
Drosophilidae,,,Drosophila,Drosophila trispina,,,,,,,,,6,XY,"x is long rod, Y is a shorter rod with a satellite","Ward, C.L., 1949. Karyotype variation in Drosophila.Univ. Texas Publ.,4920, pp.70-79."
Drosophilidae,,,Drosophila,Drosophila tristis,,,,,,,,,5,XY,"X is slightly j-shaped, Y is distinctly J shaped","Buzzati-Traverso, A., 1941. Genetica di popolazioni in Drosophila. II. I cromosomi di 5 specie del gruppo obscura e la incrociabilit di varie razze geografiche. Scientia genetica, 2, pp.1-18., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila tristriata,,,,,,,,,6,,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tristriata,,,,,,,,,6,,one rod pair is nearly twice the length of the others and bears satellites;  two pairs of shorter rods also bear satellites.  X and Y were not recognized,"Heed, W.B. and Wheeler, M.R., 1957. Thirteen new species in the genus Drosophila from the neotropical region.Univ Texas Publ Stud Gen,5721, pp.17-38."
Drosophilidae,,,Drosophila,Drosophila trivittata,,,,,,,,,5,,,"Frolowa, S.L. 1926.  Normale und polyploide chromosomengarnituren bei einigen Drosophila-Arten. Z.Z.m.A., 3, 682-694., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila trivittata,,,,,,,,,5,,,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tropicalis,,,,,,,,,3,XY,one pair of v-shaped elements represented the sex chromosomes,"Burla, H., Da Cunha, A.B., Cordeiro, A.R., Dobzhansky, T., Malogolowkin, C. and Pavan, C., 1949. The willistoni group of sibling species of Drosophila. Evolution, pp.300-314., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila tropicalis cubana,,,,,,,,,3,,,"Townsend, J.I. and Wheeler, M.R., 1955. Notes on Puerto Rican Drosophilidae, including descriptions of two new species of Drosophila.The Journal of Agriculture of the University of Puerto Rico,39(2), pp.57-64., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila truncata,,,,,,,,,3,,,"Bock I.R. and Wheeler, M.R., 1972.  The Drosophila melanogaster species group.  Univ. Texas Publ,7213, pp.1-102."
Drosophilidae,,,Drosophila,Drosophila truncipenna,,,,,,,,,6,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278."
Drosophilidae,,,Drosophila,Drosophila truncipenna,,,,,,,,,6,,,"Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-106., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-241., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tsacasi,,,,,,,,,4,XY,"page 183, karyotype C","Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tsacasi,,,,,,,,,4,XY,"x and y are rods; reported as seguyi, also listed as J on page 183","Burla, H., 1954. Distinction between four species of the"" melanogaster"" group"" Drosophila seguyi"", D. montium"" D. kikkawai"" sp n. and"" D. auraria""(Drosophilidae Diptera). Rev. Brazil. Biol., 14, pp.41-54., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tsacasi,,,,,,,,,4,XY,x is a rod; y is a j; one autosomal is submetacentric,"Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tsigana,,,,,,,,,5,XY,"X is rod-shaped, Y is j-shaped","Burla, H. and Gloor, H. (1952). Zur Systematik der Drosophila-Arten Sudwest Europas. Z. Indukt. Abstamm.- Vererbungsl. 84, 164-168., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tumiditarsus,,,,,,,,,4,XY,"X is V shaped, Y is j-shaped","Hsiang, W., 1949. The distribution of heterochromatin in Drosophila tumiditarsus.Cytologia,15(1-2), pp.149-152., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila turbata,,,,,,,,,6,,,"Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-242., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila unipunctata,,,,,,,,,5,XY,"v-shaped chromsome, j-shaped and two rods.  Small dot. Five long arms and a dot in the nuclei of salivary glands","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-400., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila uniseriata,,,,,,,,,6,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-107., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila uniseta,,,,,,,,,6,,Y is submetacentric; median constriction in long arm,"Wasserman, M. and Koepfer, H.R., 1979. Cytogenetics of the South American Drosophila mulleri complex: the martensis cluster. More interspecific sharing of inversions. Genetics, 93(4), pp.935-946., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila unispina,,,,,,,,,6,,,"Kang, Y.S., 1964. Chromosome studies on several wild species of Drosophilidae.Korean J. Zool.,7, pp.12-18., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila varians,,,,,,,,,4,XY,on page 184,"Kaneshiro, K. and Wheeler, M.R., 1970. Preliminary report on the species of the ananassae subgroup. Drosophila Information Service, 45, p.143., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila varipennis,,,,,,,,,6,,,"Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-243., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila vesciseta,,,,,,,,,6,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila vibrissina,,,,,,,,,4,,,"Frolowa, S.L. 1926.  Normale und polyploide chromosomengarnituren bei einigen Drosophila-Arten. Z.Z.m.A., 3, 682-694., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila victoria,,,,,,,,,4,,"2 large v's, one small v.  Salivary is six long arms and a dot","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-322., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila victoria,,,,,,,,,4,,stock from california,"Sturtevant, A.H., 1942. The classification of the genus Drosophila, with descriptions of nine species.Univ Texas Publ,4213, pp.5-51., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila villitibia,,,,,,,,,6,,,"Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-245"
Drosophilidae,,,Drosophila,Drosophila villitibia,,,,,,,,,6,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278."
