"genes","GOterms"
"tcat6219",42
"tcat14535",70
"tcat8222",57
"tcat18532",74
"tcat9316",37
"tcat19221",147
"tcat7757",20
"tcat18129",23
"tcat17509",106
"tcat9677",84
"tcat2366",134
"tcat17294",69
"tcat16982",27
"tcat10851",53
"tcat14025",42
"tcat12955",27
"tcat18181",153
"tcat8390",139
"tcat8814",95
"tcat15675",143
"tcat11427",105
"tcat15232",120
"tcat12361",146
"tcat6073",140
"tcat7615",99
"tcat12634",141
"tcat1493",126
"tcat2206",38
"tcat7062",128
"tcat12755",75
"tcat13398",104
"tcat15960",18
"tcat5592",108
"tcat18862",150
"tcat13876",66
"tcat19542",104
"tcat11808",141
"tcat12511",152
"tcat2431",145
"tcat16763",98
"tcat6626",65
"tcat7929",56
"tcat5590",133
"tcat5817",110
"tcat3857",6
"tcat17850",77
"tcat743",24
"tcat19192",7
"tcat19538",4
"tcat2527",142
"tcat8108",102
"tcat17491",115
"tcat11925",46
"tcat7812",103
"tcat1145",100
"tcat2152",128
"tcat8338",68
"tcat1036",77
"tcat19198",18
"tcat17298",138
"tcat4705",79
"tcat722",40
"tcat15902",15
"tcat19754",6
"tcat18735",29
"tcat5117",84
"tcat1208",19
"tcat2906",128
"tcat8223",144
"tcat12445",99
"tcat3799",26
"tcat11010",76
"tcat7642",127
"tcat19432",132
"tcat16791",18
"tcat10552",129
"tcat16633",38
"tcat12915",15
"tcat6495",64
"tcat4221",7
"tcat9562",37
"tcat16195",93
"tcat1994",124
"tcat9403",111
"tcat1930",45
"tcat11618",56
"tcat17538",77
"tcat4823",73
"tcat9639",116
"tcat2052",99
"tcat5395",56
"tcat3268",69
"tcat5040",129
"tcat14961",90
"tcat17832",95
"tcat7778",105
"tcat18398",82
"tcat15958",102
"tcat9570",154
"tcat2840",137
"tcat5900",129
"tcat19891",1
"tcat14403",22
"tcat18488",129
"tcat14109",97
"tcat4718",119
"tcat6935",92
"tcat19822",50
"tcat2942",129
"tcat51",31
"tcat3126",150
"tcat14770",141
"tcat4273",137
"tcat15308",2
"tcat18226",1
"tcat19398",65
"tcat7682",148
"tcat19501",147
"tcat4943",42
"tcat12998",82
"tcat7830",60
"tcat16314",114
"tcat987",48
"tcat11688",58
"tcat15640",144
"tcat1692",141
"tcat13263",101
"tcat16868",33
"tcat14937",38
"tcat10884",71
"tcat932",112
"tcat10076",74
"tcat16176",110
"tcat17614",101
"tcat13291",26
"tcat11483",89
"tcat7630",53
"tcat1720",28
"tcat4456",43
"tcat11658",89
"tcat19766",154
"tcat11607",23
"tcat16999",28
"tcat10605",28
"tcat7772",126
"tcat15965",47
"tcat16886",146
"tcat13216",18
"tcat2669",26
"tcat2647",95
"tcat19739",59
"tcat2568",55
"tcat6276",124
"tcat1605",38
"tcat18882",96
"tcat16170",147
"tcat1660",48
"tcat362",79
"tcat8762",118
"tcat11092",138
"tcat14832",106
"tcat19062",2
"tcat7866",101
"tcat638",121
"tcat18358",66
"tcat1392",3
"tcat11240",122
"tcat13837",88
"tcat2387",96
"tcat19000",79
"tcat11102",79
"tcat16602",81
"tcat19317",147
"tcat12560",99
"tcat1291",150
"tcat18944",81
"tcat4160",11
"tcat17512",71
"tcat6686",11
"tcat9938",81
"tcat5579",78
"tcat7023",42
"tcat4761",21
"tcat6728",54
"tcat4733",49
"tcat17782",34
"tcat3371",18
"tcat12887",32
"tcat10313",115
"tcat8007",59
"tcat1941",104
"tcat6144",139
"tcat8690",150
"tcat9282",7
"tcat17157",24
"tcat12429",37
"tcat15549",24
"tcat17624",150
"tcat7992",2
"tcat14344",140
"tcat7505",31
"tcat16640",46
"tcat10277",27
"tcat17052",117
"tcat9162",62
"tcat18917",154
"tcat11328",133
"tcat15839",83
"tcat13296",93
"tcat5198",106
"tcat16132",57
"tcat16329",35
"tcat265",111
"tcat7654",129
"tcat19120",146
"tcat8850",131
"tcat2110",2
"tcat6618",119
"tcat10281",27
"tcat5565",96
"tcat1462",76
"tcat15300",122
"tcat7490",11
"tcat10953",138
"tcat16033",27
"tcat14238",30
"tcat6574",90
"tcat8860",56
"tcat4850",95
"tcat13857",136
"tcat5741",17
"tcat18409",77
"tcat62",131
"tcat2267",61
"tcat8242",154
"tcat10417",144
"tcat6610",143
"tcat6218",64
"tcat7952",150
"tcat6917",83
"tcat9865",124
"tcat359",67
"tcat12488",85
"tcat10257",93
"tcat16710",31
"tcat8336",49
"tcat7924",39
"tcat15500",100
"tcat4139",153
"tcat11534",5
"tcat13770",51
"tcat2209",88
"tcat17769",74
"tcat13485",105
"tcat18204",136
"tcat8551",66
"tcat13119",148
"tcat4554",48
"tcat12730",36
"tcat9549",11
"tcat12426",78
"tcat7930",22
"tcat13992",12
"tcat7931",64
"tcat10916",149
"tcat1216",56
"tcat15550",137
"tcat4393",87
"tcat4174",40
"tcat11201",111
"tcat11408",10
"tcat2529",38
"tcat762",104
"tcat751",72
"tcat2394",114
"tcat10697",97
"tcat13532",30
"tcat13433",51
"tcat15353",17
"tcat6729",141
"tcat16816",111
"tcat8140",50
"tcat18231",119
"tcat4429",122
"tcat12243",57
"tcat10514",131
"tcat8370",147
"tcat10106",131
"tcat3283",29
"tcat3603",17
"tcat7022",117
"tcat2234",125
"tcat926",2
"tcat7845",45
"tcat19982",108
"tcat8464",54
"tcat16577",8
"tcat17664",86
"tcat6911",41
"tcat11884",99
"tcat2081",132
"tcat11796",24
"tcat9576",91
"tcat2768",86
"tcat6026",62
"tcat13415",67
"tcat6781",103
"tcat17718",115
"tcat17578",6
"tcat486",70
"tcat16862",43
"tcat18961",62
"tcat5822",99
"tcat557",2
"tcat14577",154
"tcat13684",140
"tcat4459",147
"tcat12795",98
"tcat17073",5
"tcat16616",35
"tcat17205",88
"tcat14606",26
"tcat540",11
"tcat12830",132
"tcat13950",123
"tcat14571",152
"tcat12685",65
"tcat16915",91
"tcat4161",131
"tcat17488",117
"tcat985",61
"tcat4421",91
"tcat16607",37
"tcat13336",92
"tcat19882",78
"tcat16250",153
"tcat14364",98
"tcat12584",13
"tcat7875",8
"tcat7042",32
"tcat17220",99
"tcat14212",67
"tcat5675",7
"tcat11360",110
"tcat1865",43
"tcat1352",34
"tcat10401",31
"tcat6632",31
"tcat12209",154
"tcat7002",131
"tcat1940",27
"tcat17565",64
"tcat1698",12
"tcat2501",95
"tcat18303",58
"tcat2237",114
"tcat17925",37
"tcat454",107
"tcat10908",28
"tcat13367",58
"tcat13419",1
"tcat17646",67
"tcat466",55
"tcat7455",31
"tcat16364",121
"tcat6652",145
"tcat15790",99
"tcat3207",110
"tcat17963",134
"tcat12461",23
"tcat18428",95
"tcat8106",40
"tcat9611",77
"tcat7544",68
"tcat11447",12
"tcat4362",60
"tcat1611",110
"tcat10420",105
"tcat3622",11
"tcat12553",93
"tcat14051",43
"tcat16163",87
"tcat18347",48
"tcat16912",113
"tcat12589",136
"tcat4997",51
"tcat2984",93
"tcat13704",8
"tcat4092",142
"tcat1662",106
"tcat4748",78
"tcat4084",137
"tcat10632",8
"tcat8983",118
"tcat15440",54
"tcat12251",48
"tcat3123",1
"tcat15311",59
"tcat11357",92
"tcat7495",61
"tcat15415",122
"tcat7404",31
"tcat2349",131
"tcat2397",57
"tcat53",134
"tcat8798",68
"tcat3494",63
"tcat12474",149
"tcat5344",28
"tcat4673",119
"tcat1222",24
"tcat2167",121
"tcat15042",10
"tcat14385",26
"tcat6633",113
"tcat14611",123
"tcat2837",135
"tcat6044",94
"tcat14061",41
"tcat17322",131
"tcat4333",136
"tcat14666",62
"tcat16417",47
"tcat12443",52
"tcat1324",22
"tcat2398",43
"tcat10944",50
"tcat3519",3
"tcat4866",81
"tcat6131",2
"tcat8622",45
"tcat11195",135
"tcat8894",56
"tcat9546",118
"tcat19323",118
"tcat6239",18
"tcat10314",118
"tcat7353",78
"tcat19035",91
"tcat16231",131
"tcat1657",17
"tcat3899",35
"tcat18122",56
"tcat860",74
"tcat473",132
"tcat8984",65
"tcat18779",76
"tcat15389",134
"tcat1062",38
"tcat12845",152
"tcat18947",128
"tcat9757",80
"tcat1884",100
"tcat19491",17
"tcat16922",85
"tcat12945",99
"tcat12348",116
"tcat3912",80
"tcat11849",75
"tcat3944",27
"tcat15187",70
"tcat7745",61
"tcat15801",147
"tcat11152",96
"tcat19583",2
"tcat9630",133
"tcat8191",135
"tcat13976",34
"tcat9991",13
"tcat17907",125
"tcat652",123
"tcat17284",110
"tcat4666",56
"tcat15296",38
"tcat7007",19
"tcat13004",95
"tcat14991",130
"tcat17928",3
"tcat1215",43
"tcat4138",151
"tcat18380",53
"tcat15263",3
"tcat8143",71
"tcat18045",131
"tcat5261",68
"tcat14757",151
"tcat4012",18
"tcat2986",136
"tcat8623",77
"tcat825",46
"tcat4583",4
"tcat19144",72
"tcat8202",135
"tcat2599",76
"tcat10195",17
"tcat15207",56
"tcat12334",125
"tcat14179",61
"tcat18661",132
"tcat5477",48
"tcat10471",111
"tcat19512",69
"tcat1054",60
"tcat18043",94
"tcat258",77
"tcat19163",138
"tcat2822",16
"tcat2951",94
"tcat325",108
"tcat5908",66
"tcat10202",154
"tcat15980",4
"tcat10655",139
"tcat18756",70
"tcat14831",108
"tcat13573",9
"tcat13332",28
"tcat2879",36
"tcat4253",136
"tcat9545",80
"tcat17994",59
"tcat5062",32
"tcat11306",143
"tcat6114",152
"tcat13565",65
"tcat7693",105
"tcat2466",101
"tcat6080",51
"tcat6350",153
"tcat11021",80
"tcat10699",51
"tcat11924",64
"tcat11505",133
"tcat8299",56
"tcat377",108
"tcat9260",8
"tcat19791",1
"tcat17656",53
"tcat17451",40
"tcat3668",112
"tcat15486",100
"tcat1753",33
"tcat13631",114
"tcat5740",89
"tcat13174",100
"tcat5387",69
"tcat4424",31
"tcat6995",91
"tcat19085",52
"tcat19666",145
"tcat8912",137
"tcat13106",86
"tcat3786",119
"tcat3826",154
"tcat17272",58
"tcat7842",41
"tcat13908",108
"tcat13001",110
"tcat12916",61
"tcat8929",16
"tcat12480",3
"tcat794",152
"tcat15364",134
"tcat17387",69
"tcat5202",81
"tcat16340",71
"tcat14492",25
"tcat11090",19
"tcat9637",57
"tcat4764",151
"tcat3189",11
"tcat14846",12
"tcat10026",38
"tcat16692",86
"tcat1944",141
"tcat2707",70
"tcat832",43
"tcat5142",17
"tcat8270",111
"tcat18652",137
"tcat9388",66
"tcat2973",151
"tcat11719",49
"tcat18596",4
"tcat14675",102
"tcat11220",113
"tcat5845",50
"tcat16850",150
"tcat17839",76
"tcat3177",102
"tcat14697",44
"tcat13003",151
"tcat6587",73
"tcat5213",110
"tcat2774",44
"tcat12043",50
"tcat8121",33
"tcat596",79
"tcat8845",16
"tcat3227",26
"tcat8771",9
"tcat4000",64
"tcat17015",37
"tcat10298",119
"tcat15443",108
"tcat15497",125
"tcat10081",107
"tcat14551",109
"tcat13223",141
"tcat18417",120
"tcat19934",61
"tcat11018",22
"tcat18973",34
"tcat10579",63
"tcat5001",60
"tcat13320",20
"tcat15854",78
"tcat7335",51
"tcat13756",93
"tcat3507",48
"tcat9668",22
"tcat5428",40
"tcat11537",113
"tcat3798",14
"tcat15814",51
"tcat14858",32
"tcat11917",11
"tcat1087",16
"tcat1665",8
"tcat15572",39
"tcat5018",55
"tcat16166",106
"tcat17949",28
"tcat18234",24
"tcat14971",56
"tcat14823",57
"tcat6722",149
"tcat11938",4
"tcat6875",11
"tcat10379",129
"tcat19659",123
"tcat9042",129
"tcat14027",151
"tcat17568",70
"tcat18980",6
"tcat16877",68
"tcat2888",148
"tcat19692",35
"tcat1259",38
"tcat8250",134
"tcat17689",28
"tcat7274",107
"tcat9363",140
"tcat1427",97
"tcat19775",32
"tcat4755",21
"tcat8440",30
"tcat13363",75
"tcat9911",11
"tcat7037",24
"tcat1920",59
"tcat16431",85
"tcat8729",21
"tcat1232",89
"tcat16575",103
"tcat7942",145
"tcat4885",90
"tcat17539",5
"tcat5458",49
"tcat8208",13
"tcat18630",150
"tcat13096",91
"tcat8952",95
"tcat12544",132
"tcat2050",88
"tcat6",59
"tcat4210",73
"tcat6925",23
"tcat14776",76
"tcat7453",141
"tcat1071",150
"tcat12385",19
"tcat3085",71
"tcat3299",123
"tcat10537",127
"tcat13911",137
"tcat11211",151
"tcat2013",67
"tcat18528",148
"tcat8237",39
"tcat13270",45
"tcat5910",40
"tcat17599",33
"tcat9019",68
"tcat17420",32
"tcat1301",109
"tcat14343",125
"tcat11868",15
"tcat17812",127
"tcat7967",93
"tcat6133",76
"tcat4911",149
"tcat5486",11
"tcat6364",124
"tcat7044",101
"tcat11355",73
"tcat14454",59
"tcat6792",66
"tcat1497",48
"tcat10640",51
"tcat17593",2
"tcat3182",125
"tcat3331",96
"tcat16111",89
"tcat14812",54
"tcat9467",111
"tcat15635",13
"tcat19690",24
"tcat2023",49
"tcat14629",43
"tcat16172",21
"tcat3074",110
"tcat7848",144
"tcat19019",138
"tcat9103",127
"tcat1231",34
"tcat10121",123
"tcat2769",31
"tcat9442",97
"tcat14286",90
"tcat3562",125
"tcat18830",140
"tcat19593",100
"tcat16167",131
"tcat8529",25
"tcat12731",123
"tcat19127",60
"tcat18002",32
"tcat18820",92
"tcat17532",82
"tcat13239",53
"tcat3023",20
"tcat9761",140
"tcat19472",53
"tcat8463",148
"tcat1871",97
"tcat16153",153
"tcat13280",132
"tcat3983",129
"tcat13587",110
"tcat13107",123
"tcat3049",3
"tcat9057",109
"tcat1780",115
"tcat19545",25
"tcat2980",45
"tcat4698",47
"tcat7403",35
"tcat12669",112
"tcat3153",55
"tcat8025",52
"tcat8133",40
"tcat17987",99
"tcat4341",85
"tcat7972",76
"tcat9029",4
"tcat15970",42
"tcat6669",71
"tcat7388",73
"tcat7138",150
"tcat13525",99
"tcat13503",24
"tcat19565",120
"tcat1864",97
"tcat19161",83
"tcat9459",37
"tcat12760",119
"tcat16551",102
"tcat18149",151
"tcat17844",150
"tcat14793",88
"tcat17060",154
"tcat1023",154
"tcat6294",48
"tcat2375",41
"tcat7823",97
"tcat711",29
"tcat11389",99
"tcat30",44
"tcat15228",64
"tcat9286",4
"tcat13283",37
"tcat555",91
"tcat18545",126
"tcat15194",42
"tcat17032",115
"tcat7066",142
"tcat19167",130
"tcat10928",144
"tcat2498",23
"tcat16156",60
"tcat17206",86
"tcat11599",16
"tcat2704",129
"tcat5149",38
"tcat13891",70
"tcat16147",112
"tcat3276",94
"tcat18136",12
"tcat7736",128
"tcat8713",27
"tcat13201",152
"tcat17770",52
"tcat836",25
"tcat3818",140
"tcat1564",147
"tcat13637",48
"tcat17049",59
"tcat3684",16
"tcat1008",88
"tcat19973",112
"tcat2361",106
"tcat11539",153
"tcat10529",11
"tcat13846",19
"tcat12224",110
"tcat10741",9
"tcat6052",42
"tcat10338",56
"tcat11685",35
"tcat3083",140
"tcat16768",118
"tcat4474",42
"tcat4993",51
"tcat14493",53
"tcat3701",81
"tcat11049",94
"tcat264",70
"tcat17894",110
"tcat17983",42
"tcat8397",42
"tcat12624",125
"tcat2815",119
"tcat12844",111
"tcat6864",71
"tcat9810",95
"tcat2096",129
"tcat15999",124
"tcat285",33
"tcat4120",15
"tcat18998",37
"tcat3559",99
"tcat14814",102
"tcat5502",72
"tcat6593",46
"tcat16879",2
"tcat2947",68
"tcat5938",73
"tcat6143",53
"tcat17082",72
"tcat7648",140
"tcat14306",86
"tcat7819",102
"tcat4041",82
"tcat15362",88
"tcat5177",58
"tcat19883",128
"tcat16168",128
"tcat9848",35
"tcat1031",144
"tcat5260",19
"tcat1805",136
"tcat10961",136
"tcat16906",13
"tcat5508",92
"tcat935",17
"tcat19187",41
"tcat3418",73
"tcat8716",148
"tcat5266",9
"tcat6067",64
"tcat4453",104
"tcat11519",125
"tcat13657",128
"tcat10270",74
"tcat13755",98
"tcat16404",112
"tcat1772",125
"tcat5739",61
"tcat16767",152
"tcat19242",69
"tcat7466",75
"tcat4178",106
"tcat18323",3
"tcat9246",13
"tcat6227",70
"tcat19367",96
"tcat14012",51
"tcat8579",120
"tcat12877",150
"tcat11298",21
"tcat559",132
"tcat1165",104
"tcat4300",19
"tcat6511",38
"tcat505",6
"tcat12221",137
"tcat7079",136
"tcat16937",104
"tcat5808",20
"tcat5304",108
"tcat18107",99
"tcat11191",38
"tcat16648",137
"tcat9039",129
"tcat14227",120
"tcat13087",72
"tcat12838",133
"tcat2863",47
"tcat12965",135
"tcat10275",105
"tcat3313",152
"tcat7107",120
"tcat4916",30
"tcat4792",153
"tcat11347",61
"tcat13742",1
"tcat5281",66
"tcat5084",96
"tcat1582",6
"tcat10760",23
"tcat18099",79
"tcat11426",52
"tcat5772",120
"tcat8592",40
"tcat16253",3
"tcat4842",49
"tcat2216",144
"tcat15706",144
"tcat3490",62
"tcat1376",71
"tcat11701",86
"tcat19319",8
"tcat14188",32
"tcat861",35
"tcat4255",69
"tcat1866",123
"tcat7058",6
"tcat11164",103
"tcat1776",137
"tcat592",50
"tcat15732",142
"tcat3525",91
"tcat2830",79
"tcat6051",72
"tcat15945",118
"tcat2789",149
"tcat8401",144
"tcat10452",33
"tcat3614",76
"tcat9314",49
"tcat10048",120
"tcat19689",121
"tcat4864",59
"tcat1330",94
"tcat13063",65
"tcat18747",93
"tcat14079",44
"tcat15097",117
"tcat6901",152
"tcat15365",13
"tcat13937",131
"tcat2033",129
"tcat1011",76
"tcat75",115
"tcat4835",36
"tcat5673",29
"tcat18716",70
"tcat4508",110
"tcat7127",82
"tcat4973",148
"tcat8575",35
"tcat18513",11
"tcat11697",12
"tcat5578",34
"tcat11930",112
"tcat4983",32
"tcat17231",83
"tcat6253",67
"tcat16196",152
"tcat677",92
"tcat4805",5
"tcat12386",134
"tcat6857",32
"tcat10706",140
"tcat412",140
"tcat17415",94
"tcat14348",80
"tcat534",19
"tcat19694",36
"tcat15785",83
"tcat763",142
"tcat5096",101
"tcat14210",120
"tcat2565",147
"tcat7",140
"tcat3334",94
"tcat13893",33
"tcat4914",123
"tcat17271",10
"tcat18674",12
"tcat11300",71
"tcat19528",100
"tcat5033",148
"tcat16639",27
"tcat14093",141
"tcat5917",78
"tcat12079",152
"tcat17912",52
"tcat18021",123
"tcat5482",134
"tcat10289",63
"tcat3327",134
"tcat15982",47
"tcat10550",63
"tcat15383",50
"tcat18167",23
"tcat8698",129
"tcat4822",138
"tcat14668",135
"tcat15006",111
"tcat7709",16
"tcat11561",102
"tcat16547",119
"tcat668",78
"tcat2620",116
"tcat6757",152
"tcat1257",9
"tcat6424",124
"tcat12110",13
"tcat4807",98
"tcat5263",75
"tcat11413",8
"tcat2118",28
"tcat18454",96
"tcat14713",57
"tcat11382",136
"tcat1184",75
"tcat11007",62
"tcat13208",141
"tcat1140",41
"tcat19826",136
"tcat17968",145
"tcat9821",60
"tcat19131",64
"tcat4679",7
"tcat9717",77
"tcat1653",11
"tcat8318",28
"tcat19605",98
"tcat10180",108
"tcat7381",56
"tcat3835",96
"tcat12016",111
"tcat6947",70
"tcat17717",54
"tcat14676",75
"tcat10328",129
"tcat6954",10
"tcat4694",100
"tcat15726",152
"tcat12273",10
"tcat19693",2
"tcat17831",100
"tcat9706",108
"tcat10216",48
"tcat13729",53
"tcat13826",48
"tcat16458",111
"tcat1953",1
"tcat13910",32
"tcat10174",133
"tcat11898",127
"tcat15436",18
"tcat16919",80
"tcat7754",99
"tcat12790",31
"tcat10842",101
"tcat3996",30
"tcat9106",107
"tcat16778",47
"tcat18744",125
"tcat11346",19
"tcat4630",103
"tcat14441",60
"tcat16242",30
"tcat19718",137
"tcat4837",88
"tcat548",12
"tcat16244",89
"tcat18784",122
"tcat9283",92
"tcat12687",70
"tcat5594",45
"tcat12864",47
"tcat7798",44
"tcat10156",85
"tcat15129",17
"tcat12897",14
"tcat2919",54
"tcat9572",29
"tcat15235",137
"tcat10910",23
"tcat6807",40
"tcat7077",78
"tcat5011",10
"tcat5195",9
"tcat15537",154
"tcat12263",125
"tcat7616",6
"tcat1297",135
"tcat8137",67
"tcat1636",144
"tcat18252",17
"tcat4732",154
"tcat5524",77
"tcat12738",2
"tcat11330",46
"tcat19757",110
"tcat5471",121
"tcat7295",56
"tcat13617",24
"tcat5629",3
"tcat300",9
"tcat18619",47
"tcat6718",47
"tcat3454",45
"tcat14622",45
"tcat11106",72
"tcat3365",51
"tcat7613",131
"tcat14377",101
"tcat8011",59
"tcat4846",20
"tcat13205",23
"tcat18104",21
"tcat4262",136
"tcat9408",57
"tcat7958",50
"tcat1853",63
"tcat17100",58
"tcat18809",137
"tcat205",142
"tcat5982",65
"tcat4744",124
"tcat12326",88
"tcat11137",151
"tcat17301",142
"tcat4135",134
"tcat6980",115
"tcat2259",126
"tcat8490",21
"tcat14162",102
"tcat6756",130
"tcat13584",68
"tcat1430",125
"tcat11803",80
"tcat11023",54
"tcat4350",16
"tcat12154",141
"tcat19228",81
"tcat19671",24
"tcat9943",87
"tcat12077",150
"tcat5835",50
"tcat9711",69
"tcat18457",112
"tcat14501",92
"tcat16446",10
"tcat4292",63
"tcat9075",54
"tcat7117",120
"tcat7840",5
"tcat18368",113
"tcat11337",21
"tcat10812",148
"tcat6599",113
"tcat9683",79
"tcat19437",78
"tcat1819",37
"tcat14688",137
"tcat9591",10
"tcat4062",131
"tcat9742",26
"tcat5894",82
"tcat7129",20
"tcat421",26
"tcat17058",117
"tcat13490",150
"tcat14213",124
"tcat13923",96
"tcat4137",86
"tcat18625",137
"tcat8057",29
"tcat11302",105
"tcat12658",92
"tcat2581",16
"tcat4836",19
"tcat13872",51
"tcat6478",34
"tcat8160",21
"tcat9629",39
"tcat9264",4
"tcat13711",145
"tcat16662",3
"tcat1078",15
"tcat663",52
"tcat8657",40
"tcat19661",72
"tcat4683",71
"tcat9405",154
"tcat13229",105
"tcat12866",34
"tcat867",28
"tcat2968",24
"tcat6043",70
"tcat4753",89
"tcat12094",140
"tcat2396",108
"tcat15562",63
"tcat6027",1
"tcat13488",7
"tcat10885",98
"tcat3215",115
"tcat11926",117
"tcat2617",151
"tcat10072",145
"tcat16048",14
"tcat4446",96
"tcat12598",3
"tcat5698",39
"tcat17875",65
"tcat16878",130
"tcat3753",26
"tcat18271",113
"tcat15525",91
"tcat1757",116
"tcat584",152
"tcat11166",27
"tcat17025",37
"tcat15056",153
"tcat5743",138
"tcat1882",118
"tcat1183",54
"tcat7228",143
"tcat6461",88
"tcat14247",18
"tcat4542",88
"tcat13823",153
"tcat19844",80
"tcat12276",68
"tcat9622",51
"tcat13735",97
"tcat2087",41
"tcat5161",65
"tcat6524",141
"tcat18299",3
"tcat13444",136
"tcat16623",137
"tcat16171",147
"tcat17665",63
"tcat13039",117
"tcat18399",135
"tcat824",36
"tcat3532",80
"tcat16503",110
"tcat2531",140
"tcat13934",37
"tcat11760",31
"tcat4878",113
"tcat16074",114
"tcat9068",41
"tcat13381",74
"tcat14498",55
"tcat1964",134
"tcat11770",84
"tcat299",44
"tcat5150",24
"tcat19705",134
"tcat10560",117
"tcat5632",117
"tcat2797",77
"tcat16065",58
"tcat10534",54
"tcat6428",98
"tcat12325",22
"tcat19868",14
"tcat13810",140
"tcat14432",94
"tcat18958",106
"tcat1670",110
"tcat5461",121
"tcat17858",54
"tcat16400",119
"tcat13204",11
"tcat11876",154
"tcat2342",101
"tcat3925",48
"tcat3974",59
"tcat8022",16
"tcat14910",85
"tcat9779",138
"tcat16055",18
"tcat13250",68
"tcat1892",66
"tcat12704",87
"tcat10475",118
"tcat14558",30
"tcat16736",21
"tcat1001",17
"tcat9685",148
"tcat17314",101
"tcat12767",28
"tcat18849",82
"tcat1286",138
"tcat924",57
"tcat13999",126
"tcat14098",126
"tcat4454",19
"tcat13484",63
"tcat10912",68
"tcat16480",137
"tcat8640",16
"tcat14225",42
"tcat1041",35
"tcat17426",118
"tcat4415",72
"tcat10370",87
"tcat667",141
"tcat16366",64
"tcat15426",83
"tcat9768",99
"tcat1790",9
"tcat9582",52
"tcat3280",103
"tcat18636",122
"tcat8873",126
"tcat12635",23
"tcat15075",82
"tcat13207",58
"tcat8507",86
"tcat6103",6
"tcat14931",45
"tcat19894",121
"tcat238",75
"tcat5789",118
"tcat879",122
"tcat1885",48
"tcat7154",64
"tcat4767",123
"tcat18112",38
"tcat11500",58
"tcat11222",142
"tcat19827",47
"tcat19334",77
"tcat16142",50
"tcat18196",112
"tcat15818",134
"tcat19912",88
"tcat4904",142
"tcat11380",154
"tcat6560",50
"tcat3880",67
"tcat15360",99
"tcat19424",58
"tcat13697",43
"tcat14077",78
"tcat14130",64
"tcat9300",31
"tcat17704",96
"tcat2690",114
"tcat10474",120
"tcat17084",96
"tcat9371",15
"tcat19164",131
"tcat765",130
"tcat13482",71
"tcat14298",154
"tcat3038",152
"tcat18949",26
"tcat2162",81
"tcat16502",146
"tcat5664",111
"tcat11641",75
"tcat17223",12
"tcat13851",85
"tcat1801",64
"tcat1837",71
"tcat7244",27
"tcat19210",6
"tcat10984",65
"tcat14974",149
"tcat6353",24
"tcat19030",42
"tcat2067",84
"tcat6500",40
"tcat16127",108
"tcat8940",61
"tcat19026",88
"tcat13566",98
"tcat3292",135
"tcat11733",42
"tcat2097",80
"tcat10155",148
"tcat1774",54
"tcat2991",70
"tcat7124",12
"tcat8813",75
"tcat5531",62
"tcat2331",11
"tcat19937",20
"tcat1390",92
"tcat227",70
"tcat16748",65
"tcat10040",134
"tcat6915",153
"tcat10546",54
"tcat943",115
"tcat13035",81
"tcat8635",82
"tcat16075",95
"tcat2363",63
"tcat15332",9
"tcat2340",43
"tcat1496",57
"tcat8547",112
"tcat6192",6
"tcat15725",20
"tcat829",22
"tcat11308",60
"tcat3070",56
"tcat5031",56
"tcat12146",49
"tcat10476",5
"tcat7957",87
"tcat8199",102
"tcat2253",88
"tcat11676",85
"tcat19506",47
"tcat4328",18
"tcat2893",25
"tcat10687",1
"tcat10021",113
"tcat6536",141
"tcat18496",70
"tcat11528",136
"tcat17137",71
"tcat4428",142
"tcat15403",60
"tcat11289",16
"tcat6251",85
"tcat3134",124
"tcat11230",58
"tcat3016",19
"tcat18386",27
"tcat4980",138
"tcat4693",81
"tcat13246",17
"tcat8941",139
"tcat4076",148
"tcat18172",17
"tcat3362",49
"tcat963",59
"tcat12471",63
"tcat4455",152
"tcat4187",4
"tcat18577",9
"tcat11577",82
"tcat19145",65
"tcat6174",139
"tcat18155",141
"tcat17632",89
"tcat11412",67
"tcat17713",53
"tcat3366",46
"tcat791",133
"tcat11795",148
"tcat13865",72
"tcat81",80
"tcat18603",133
