Higher taxonomic group,Order,Family,Genus,Species,femalediploidnumber,malediploidnumber,"Predicted ploidy (1,2,3,4)",reproductivemode,sexchromosome,"Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)",citation
Mammalia,Carnivora,Otariidae,Zalophus,californianus,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Phocidae,Cystophora,cristata,34,34,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Phocidae,Erignathus,barbatus,34,34,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Phocidae,Halichoerus,grypus,32,32,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,32,32,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Phocidae,Phoca,vitulina,32,32,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Phocidae,Pusa,hispida,32,32,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Procyonidae,Ailurus ,fulgens,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York."
Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Procyonidae,Nasua ,nasua,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York."
Mammalia,Carnivora,Procyonidae,Potos ,flavus,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York."
Mammalia,Carnivora,Procyonidae,Procyon ,lotor,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York."
Mammalia,Carnivora,Ursidae,Helarctos ,malayanus,74,74,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York."
Mammalia,Carnivora,Ursidae,Selenarctos,thibetanus,74,74,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York."
Mammalia,Carnivora,Ursidae,Ursus ,americanus,74,74,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York."
Mammalia,Carnivora,Viverridae,Actictis ,binturong,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York."
Mammalia,Carnivora,Viverridae,Arctogalidia ,trivirgata stigmatica,40,40,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York."
Mammalia,Carnivora,Viverridae,Atilax,paludinosus,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Viverridae,Bdeogale,sp.,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Viverridae,Fossa,fossa,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Viverridae,Genetta ,genetta neumanni,52,52,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York."
Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditicus,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Viverridae,Prionodon,linsang,34,34,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Carnivora,Viverridae,Suricata,suricatta,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,,,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York."
Mammalia,Carnivora,Viverridae,Viverricula,indica,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,44,44,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.",,,,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189."
